section,section_id,section_sis_id,submitted,attempt,"4389717: Orientation Question 01
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:44:12 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,"I'm really really new to python, its a little difficult for me to understand.",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:37:04 UTC,1,I don't use a ChatBot regularly,0.0,n/a,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Keeping up with content and the difficulty of fully understanding python and statistics while using ChatGPT for some (or all) of the code. ,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 18:34:40 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,/,0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"The difficulty of the course, the match between the lecture content and the exam content",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:32:57 UTC,1,Other,0.0,"I use APIs of several LLMs with a web front end written by myself, for it being slightly cheaper and it giving you more choices.",0.0,Minimally,1.0,Moderately,0.0,Minimally,1.0,Minimally,1.0,"LLMs are foolish and you should not rely on them--especially for smaller models, such as GPT4o (i.e. the free tier of ChatGPT).

Read this article please!

https://www.scientificamerican.com/article/chatgpt-isnt-hallucinating-its-bullshitting/

LLMs prefer continuity of text over factual correctness and would make up information when the model doesn't hold it, just to keep the text flow.

If you have to rely on LLMs, please use larger models, such as GPT-4-Turbo, Claude-3-Opus, or Llama-3.1-405b which is open source.

And, at least, do not interrogate an LLM when it refuse to give you information, because when it says it doesn't know, it really doesn't know. Interrogation will just yield hallucinations.",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:32:07 UTC,1,ChatGPT (paid subscription),0.0,I used AI ChatBots to solve my  misunderstanding/questions and check my answers/arguments,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,I don't know how to type code as I just started studying Python in the csc108 course,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:27:56 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,"",0.0,"I have no background about statistic ever before, either as the python .Listening to the specific word about python such as some function like pandas .it is bretty hard for me to understand during class ,iam really afraid that imay be unable to keep pace to the class",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:27:51 UTC,1,ChatGPT (free tier),1.0,No. I haven't use any other chatbots before.,0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,"My main concern about this course is I didn't't have any coding experiences before I take this course, which makes me hard to understand the course materials even at the first beginning.",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:27:27 UTC,1,"ChatGPT (free tier),Microsoft Copilot,Other",0.0,"Cursor AI, which is way better for bigger projects that involve a mixed-up tech stack (like when coding full-stack). But it's a little expensive so I don't buy it every month",0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,I need a really good grade for a specialist program I'm trying to get in to,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:27:22 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,I have no basis on learning STA130,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:26:53 UTC,1,I don't use a ChatBot regularly,0.0,n/a,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,"I don't have coding experience, so I'm afraid of falling behind",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:26:49 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,the uncertainty from each chatbots' answers may lead to confusion to some extent.,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:26:04 UTC,1,ChatGPT (free tier),1.0,I use ChatGPT (free tier) version.,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,My major concern for STA130 is falling behind in class due to the path of the class,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:25:38 UTC,1,ChatGPT (free tier),1.0,"",0.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,I have a poor foundation on Python that sometimes It is hard for me to understand the logic of how codes work. I hope more explanation on principle of how dataset is analysed could be added on the course.,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:24:28 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,"The professor goes through the material quickly, at the pace of the class, and I struggle to take notes while also trying to understand what he is saying. There's a lot of material to cover, and I hope he explains it in detail and in a way that is easy to understand.",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:24:08 UTC,1,I don't use a ChatBot regularly,0.0,N/a,0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Moderately,0.0,Group assignment/presentation,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:23:52 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,I can not understand what I heard.,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:23:44 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,"My main concern about taking TSA130 is not being able to understand the coding done fully, having little to no experience in coding. In addition, I am also afraid of relying to chatbots like ChatGPT too much, to the point that I am unable to understand what it is that is being done in classes or the material that is being learned on my own.",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:23:42 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,Get more understanding of these things (it’s too hard to understand without Statistical Basics),0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:23:08 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:23:04 UTC,1,I don't use a ChatBot regularly,0.0,NO,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,I cannot understand what prof saying about the programming in lecture.,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:22:57 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,tests.,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:22:47 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,I just use chatgpt because I get free gpt4 from my friend.,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Too many quizzes,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:22:03 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 18:21:48 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,My main concerns are that I don't know a lot about coding and I have never taken a statistics class.,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:21:43 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Unable to understand the logic of the problem,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:21:21 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,"",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:21:01 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Moderately,0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,I have no concerns,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:55 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,Not sure if I am on the right track when I am doing my homework,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:47 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,I am afraid about the coding because I never learnt before,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:37 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Do not no how to program.,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:30 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Moderately,0.0,I won't understand what I'm coding and will rely too much on Chatgpt,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:25 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,I dont exactly know what the course is about,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:23 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,"What we are going to learn in this course is too vague, I’m afraid of getting lost in classes ",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:16 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,"Falling behind, not taking the initiative on my to part to start personal projects related to Statistics.",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:13 UTC,1,I don't use a ChatBot regularly,0.0,N/A,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Minimally,1.0,That I'll get carried by chatgpt and fail finals,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:09 UTC,1,I don't use a ChatBot regularly,0.0,Academic dishonesty has been drilled into my hand so I try to avoid chatbots as much as possible.,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"In my first tutorial, my TA struggled with ChatGPT for more than half an hour. Students ended up learning nothing for the majority of the class time. I am worried that I will not be able to use my class time to learn properly for STA130. ",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:01 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:20:00 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Moderately,0.0,Understanding the Code.,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:19:40 UTC,1,Other,0.0,Siri and Google gemini,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,idk,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:19:34 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Moderately,0.0,No concern yet.,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:19:28 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"I have zero past experiences with python and statistic, so I am worried about understanding this course and get a high score.",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:19:27 UTC,1,ChatGPT (free tier),1.0,n/a,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,I don't like using chatGPT or other AI bots so I think it will be challenging to learn to use such bots,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:19:27 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,I have no previous experience with processing data with Python. ,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 18:18:52 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:18:30 UTC,1,"ChatGPT (free tier),Other",0.0,Google Gemini,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Getting a good mark 🧠💡,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:18:27 UTC,1,ChatGPT (free tier),1.0,n/a,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Taking midterms and final exams,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:18:19 UTC,1,"ChatGPT (free tier),Other",0.0,Github Copilot. Live in-IDE integration.,0.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,Moderately,0.0,Time allocation for final project considering workload for other courses.,0.0,2,5,0.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:18:19 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,.,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,code and learning pace,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:18:18 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Content brushing over concepts important for future course understanding.,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:18:07 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Minimally,1.0,"I am familiar with Python, but ChatGPT often gets confused or gets things wrong in code when I ask it stuff.",0.0,6,1,4.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 18:18:07 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Not knowing how to code in python and with Chatgpt giving variability in their answers may affect people's individual learning.,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:18:05 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,not knowing how to code :(,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:18:00 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,I haven't done any coding before.,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:59 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Moderately,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:51 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:50 UTC,1,ChatGPT (free tier),1.0,n/a,0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,I have never coded in my life before and I am nervous about doing poorly or getting lost very easily. I am also nervous about not getting the help I need as I do want to succeed in this class. I am a first year as well so that adds to the stress.,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:42 UTC,1,ChatGPT (free tier),1.0,I did not answer other. ,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,I have very little coding and statistical analysis experience.,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:42 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,N/A,0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,how to achieve high score ,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:33 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:21 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"Not understanding how to approach the HW problems, being confused during lectures, unsure of what's going on",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:16:51 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,Lack of python experience,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:16:46 UTC,1,"ChatGPT (free tier),Other",0.0,"coze, but now it is not free

you can set your own chat bot with it without coding skill",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,learn about statistic,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:16:24 UTC,1,"ChatGPT (free tier),I don't use a ChatBot regularly",0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Understanding the basics of statistics,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 17:46:36 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,"I am not familiar with many coding and computer science knowledge, so I will trying to read more materials and books to learn,",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 17:25:47 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"i do not have any related experience on coding, programming even computer, during my passing study years rarely touch chatbot the like.",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 16:54:03 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 16:21:35 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,nothing,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 15:55:48 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Relatively high requirement in coding that a bit higher than I expected.,0.0,5,2,3.0
